1,89.319443,-5.1874919,28.46225,-0.454114551
1,88.701393,-5.930542,28.299299,-0.501407018
1,88.111107,-6.7985988,28.0238,-0.539699899
1,87.430557,-7.5,27.845461,-0.556527096
1,86.555557,-8.1319504,27.372601,-0.53940493
1,85.729156,-8.4236069,27.145571,-0.48475108
1,84.895844,-8.7083359,27.7241,-0.405410987
1,84.048607,-9.090271,27.61241,-0.327185772
1,83.041656,-9.4652863,27.540951,-0.274406083
1,82.111107,-9.9930649,27.458151,-0.255414321
1,81.131943,-10.42361,27.2875,-0.2565517
1,80.006943,-10.75,27.196751,-0.24733207
1,78.881943,-10.85416,27.19315,-0.19414256
1,77.861107,-10.65972,27.114349,-0.076042888
1,76.777779,-10.34028,28.071899,0.10492488
1,75.729156,-9.8889008,28.15613,0.324882295
1,74.777779,-9.3402863,29.1005,0.549865774
1,73.916656,-8.7916641,29.350109,0.749847017
1,73.013893,-8.2013845,29.999599,0.908474568
1,72.215279,-7.5416641,30.343691,1.024345989
1,71.527779,-6.8124919,30.956051,1.106000929
1,70.888893,-6.0625,31.360279,1.164997976
1,70.270844,-5.2708278,31.99575,1.211226143
1,69.8125,-4.6041641,32.447651,1.251443542
1,69.430557,-4.0416722,32.911499,1.289771069
1,69.006943,-3.8472209,33.374611,1.327804301
1,68.652779,-3.7152791,34.0807,1.364227717
1,68.277779,-3.5347209,34.583691,1.395480088
1,67.9375,-3.305557,35.031601,1.41790482
1,67.597221,-2.9444499,35.533878,1.42997882
1,67.340279,-2.631943,36.248901,1.434390497
1,67.104156,-2.4861071,36.784019,1.440158434
1,66.868057,-2.555557,37.2183,1.462595092
1,66.590279,-2.645828,37.74424,1.517773586
1,66.319443,-2.5625081,38.60025,1.612732662
1,66.055557,-2.3819499,39.17556,1.737962684
1,65.854156,-2.201385,40.655602,1.868622837
1,65.631943,-2.1597209,41.380878,1.975849403
1,65.430557,-2.194443,42.022751,2.041973191
1,65.1875,-2.1736071,42.764549,2.067803424
1,64.979156,-2.0555501,43.3862,2.067934152
1,64.770844,-1.840279,44.11261,2.05882319
